Variable,coef,exp(coef),se(coef),z,Pr(>|z|),lower .95,upper .95,log_lower .95,log_upper .95,q-value
iCCA_classification_Unknown,1.7203516210247476,5.586492447165998,0.4779451359270691,3.599475110647973,0.000318860149186972,2.189331766952535,14.254987906965018,0.7835963680215917,2.6571068740279036,0.008928084177235215
R4_ssGSEA,0.5828348914020551,1.791108839374313,0.1787383617866591,3.260827085892859,0.0011108776121526542,1.2617682871878932,2.542519816879085,0.2325141396445131,0.9331556431595972,0.014847653559290087
Jaundice_Yes,-2.4799941542006185,0.08374371513972323,0.7854085867048074,-3.1575847223742084,0.001590820024209652,0.017964338201820588,0.39038509220965223,-4.019366697290545,-0.940621611110692,0.014847653559290087
TB_total_bilirubin,0.007447032225077514,1.0074748303311778,0.0026463078982276404,2.8141216031834957,0.004891072250271666,1.0022629206012532,1.0127138427329407,0.0022603640525474824,0.012633700397607655,0.03423750575190167
Gender_Male,0.6522190980303768,1.9197963218262153,0.2848322313092893,2.289836002872003,0.022030825236353788,1.098513808435515,3.355094755291661,0.09395818302798796,1.2104800130327655,0.1233726213235812
eccStage_II,-2.5103877574855535,0.08123673298157699,1.4090759554534542,-1.7815844119472513,0.0748170282927524,0.005132687480384103,1.2857604930636015,-5.272125881655689,0.25135036668458177,0.34914613203284456
eccStage_IIIC,-2.5590194279158003,0.07738058049099475,1.5075535964349784,-1.697464975021319,0.0896087874701768,0.004030881543368024,1.4854701565157427,-5.5137701816921885,0.39573132586058785,0.3584351498807072
iccStage_IA,-2.1496398136521364,0.11652612133376644,1.5618337884487776,-1.3763563252061355,0.168711342601604,0.005457427310353503,2.4880472392791475,-5.21077778884949,0.911498161545217,0.5248797325383235
eccStage_IIIB,-2.0121661778684614,0.13369874549955804,1.4124358589878219,-1.4246071176006658,0.1542708014319773,0.008391889360019401,2.130075097667191,-4.780489591957486,0.756157236220563,0.5248797325383235
Preoperative_CA19_9,9.817079295034379e-05,1.0000981756118603,9.360759366874344e-05,1.048748174189249,0.2942940358143444,0.9999147069183418,1.0002816779690116,-8.529671931990227e-05,0.0002816383052205627,0.6789808168640816
iccStage_IB,-1.5545175327700973,0.21129129918111725,1.577260398645425,-0.9855807792455452,0.3243388737841043,0.00960097034169495,4.649948028249296,-4.645891108356418,1.5368560428162235,0.6789808168640816
eccStage_IIIA,-1.4401970545113811,0.23688107559810923,1.5077872010284212,-0.9551726221903604,0.3394904084320408,0.012333875890184767,4.549473699599273,-4.39540566487754,1.515011555854778,0.6789808168640816
iccStage_IIIA,-1.5233645866429602,0.21797724842923566,1.5671074511534706,-0.9720868760605321,0.33100733056504644,0.010103849887258428,4.7025719268354225,-4.594838750808123,1.5481095775222034,0.6789808168640816
iccStage_IIIB,-1.8427695184036836,0.1583781868438588,1.804767288612785,-1.0210565816605135,0.3072276322186837,0.004607598895794213,5.443974320517451,-5.380048404560746,1.6945093677533793,0.6789808168640816
Hypertension_Yes,0.31602472046908586,1.3716641633884803,0.353360703490327,0.8943403082106917,0.3711398395467884,0.6862251267943431,2.7417570468650023,-0.37654953192369184,1.0085989728618636,0.6927943671540051
Lymphovascular_invasion_No,-0.6618784883462429,0.5158813466238039,0.8284972724750017,-0.7988903649241812,0.42435398629090326,0.10170250919783376,2.616784638781144,-2.2857033036869137,0.9619463269944282,0.7426194760090807
HBsAg_Negative,-0.9066089458634061,0.4038915224498579,1.3174193642838923,-0.688170350643214,0.49134551266156623,0.030540443651577223,5.341388087479191,-3.488703452395488,1.6754855606686756,0.7643152419179918
