Gene,logFC,AveExpr,t,P.Value,adj.P.Val,B
GPNMB,4.675453398440503,2.7628004315059855,5.9346681384339215,7.532650599130971e-07,0.004489083124552103,5.583939546490962
CEBPD,2.8345802054228013,2.9885021530067584,6.118881705498379,4.2346952465621346e-07,0.004489083124552103,6.072359009118493
ALKBH6,1.0852368697441706,3.439825596139443,5.226567096075153,6.883379865898675e-06,0.020510751155411577,3.5584494995714007
CLIP3,3.068706722103695,-0.2678528877339174,5.231328843440933,6.782085403929695e-06,0.020510751155411577,2.281440421365465
DEXI,1.1170160098563802,4.227807209870381,4.857505444919436,2.161436530446644e-05,0.04005039175113231,2.6583759188711973
FHL1,3.845580815052698,1.7965199606587514,4.890590798518503,1.951607867166161e-05,0.04005039175113231,2.639904026911669
SOCS1,2.5879884592962283,-0.5733594253623251,4.8300836742648245,2.3521498637295588e-05,0.04005039175113231,1.1806168360733365
MARK4,1.228729637783018,4.493542723999033,4.71679819226398,3.332779875664538e-05,0.0441371148200507,2.284110694858045
FGD1,2.0492115401325615,2.489835717674092,4.751850432720996,2.9925755925896988e-05,0.0441371148200507,2.2383503305593333
TMEM91,2.0445429481401756,0.48575358585777434,4.544905869984792,5.6385504413523994e-05,0.04930855180133522,0.8837708829872675
TGIF1,1.3600473882391562,6.3117607917358205,4.579813018570083,5.069079044422837e-05,0.04930855180133522,1.9176252586982372
MAP3K10,1.249062218292183,3.244823013079105,4.576397088850622,5.122206183294436e-05,0.04930855180133522,1.8226955792494826
ZNF444,1.178652798402236,3.7379992697395537,4.611427059103816,4.602466862048464e-05,0.04930855180133522,1.9560895222762493
AGTRAP,1.2177772567545642,5.034763729779474,4.389299117964627,9.043643291369884e-05,0.0718607895932251,1.390548419155734
NUPR1,4.915952268904296,3.1216218805359865,4.348439417729882,0.00010231621979958065,0.07621918898695011,1.2670631791051967
CASTOR1,1.799690962318456,1.5699345036588916,4.204640649679945,0.00015760799948650464,0.08538771572180222,0.601440838413084
RABAC1,1.2864009800399865,5.652437383142821,4.226865748458279,0.00014746378560350656,0.08538771572180222,0.9466960784114216
MDGA1,3.8314235504154017,0.2856170801448902,4.2203942462735835,0.00015034971046042541,0.08538771572180222,0.6000105819418335
ANTXR1,5.150609811443307,2.2021975796434603,4.2077312696871845,0.0001561575030192317,0.08538771572180222,0.8742947540229311
